timestamp,Strain_microstrain,Deflection_mm,Vibration_ms2,Tilt_deg,Displacement_mm,Crack_Propagation_mm,Corrosion_Level_percent,Cable_Member_Tension_kN,Bearing_Joint_Forces_kN,Fatigue_Accumulation_au,Modal_Frequency_Hz,Temperature_C,Humidity_percent,Wind_Speed_ms,Wind_Direction_deg,Precipitation_mmh,Water_Level_m,Seismic_Activity_ms2,Solar_Radiation_Wm2,Air_Quality_Index_AQI,Soil_Settlement_mm,Vehicle_Load_tons,Traffic_Volume_vph,Pedestrian_Load_pph,Impact_Events_g,Dynamic_Load_Distribution_percent,Axle_Counts_pmin,Structural_Health_Index_SHI,Anomaly_Detection_Score,Energy_Dissipation_au,Acoustic_Emissions_levels,Visual_Analysis_Defect_Score,Electrical_Resistance_ohms,Bridge_Mood_Meter,Localized_Strain_Hotspot,Vibration_Anomaly_Location,SHI_Predicted_24h_Ahead,SHI_Predicted_7d_Ahead,SHI_Predicted_30d_Ahead,Probability_of_Failure_PoF,Maintenance_Alert,Flood_Event_Flag,Simulated_Water_Flow_m3s,Soil_Saturation_percent,Landslide_Ground_Movement,Simulated_Slope_Displacement_mm,High_Winds_Storms,Simulated_Wind_Load_Pressure_kPa,Abnormal_Traffic_Load_Surges,Simulated_Localized_Stress_Index,Energy_Harvesting_Potential_W,Estimated_Repair_Cost_USD_incremental,Carbon_Footprint_tCO2e_incremental
2023-01-01 00:05:00,512.1971670425951,12.622661035622157,1.0547329329803476,0.631448965478374,22.03229615770564,0.0003004523229682,-0.0049896549562282,379.61874931041666,228.03397191898196,-0.0051289490446359,1.976368686470956,9.294387211437174,66.08579864342563,5.983738747537545,167.78073049315012,0.008132437001059,1.996138049909412,-7.220001812930661e-06,26.978948670817967,59.539949522436395,0.000278285954337,9.721561973346128,456.6078578553761,112.10326425071136,-4.753894238307195e-06,87.89240791665031,25.556787332074983,0.8634013889399222,0.0,0.063446468666717,,2.0173224943825643e-05,,Healthy,0.0,,0.8618710459967618,0.853018290864008,0.7735979660067617,0.0249904996754646,0.0,0.0,228.0748921312101,43.07300274987177,0.0,0.0002444647725344,,0.1755886065085402,0.0,0.2441289972995239,0.317232343333585,1.2500171733639776,0.0014004413071202
2023-01-01 00:11:00,509.0969916780264,12.788657244419106,1.2458935340524635,0.6296528758906133,22.26943554570388,-0.0004606563386155,0.0019922296588486,387.53528669365926,238.60576093526052,-0.0035721230233712,1.821061767629804,9.83909721537242,69.26613854080782,8.499675141294862,168.37870811081646,,2.080364014464278,-4.121045781550839e-06,12.042252808990357,,-0.0017646954866469,8.194740433986357,439.70180317441026,97.81319438402134,-9.656268850176004e-06,92.29434316546052,19.8537076371353,0.8599528365540815,0.0,0.1030336940036164,1.6140061525286575,0.0,0.3243910647272271,Healthy,0.0,Piers,0.8569859527230345,0.8375219197278689,0.8196846301710904,0.0290990252390313,0.0,0.0,238.90394471683575,44.7127835817717,0.0,0.0,0.0,0.2525161191825967,0.0,0.2160937673617748,0.5151684700180824,1.451921453323561,0.0013758283852405
2023-01-01 00:17:00,580.3833602812746,,1.2565570642587385,0.6724336052549363,22.119836010847397,0.0001035880102194,-0.0011424721630593,431.8166321121791,253.20486792478752,,1.849657507571046,9.768288899290122,68.16316330706562,7.0128473655635615,203.1528421775445,0.0058643234242126,,,17.15894865884468,53.95644659856155,-0.0041105845121881,10.419661679482054,491.07351163714475,97.04455024822887,-3.067654232476101e-06,91.19434781754488,,0.8516363775012934,0.0,,2.6603132648694143,1.1577824739411243e-05,0.3126559539076243,Healthy,0.0,,0.8494497777808541,0.8374368697058663,0.7948901566290363,0.0284384685682482,0.0,0.0,242.9837821011034,44.17403551636164,0.0,0.0,0.0,0.203824503920127,0.0,0.2714897860970943,0.5528209921104245,1.421673484682861,0.0013549839341308
2023-01-01 00:23:00,561.0100249961718,13.000561435604313,1.1233467528605363,0.659252452291695,21.721213866934573,0.0002763221698233,0.0055287160807881,399.74468352694254,244.95266548929516,0.0095495467538478,2.017400884188718,9.11273178252691,71.90395724115498,7.113231349412512,180.94893148835365,0.0048556445583271,2.064237449614125,3.226062358224128e-06,16.22791663306797,,-0.0045530736233529,8.38229212510339,452.8971275865634,90.21153366479948,-7.5216059582275265e-06,88.2291048400045,27.176740210793536,0.8562306470612806,0.0,0.1187881162152536,0.4741301398582981,9.949416261097887e-05,0.2916554555296506,Healthy,0.0,,0.8520455815408571,0.8394033560070824,0.7599061205252633,0.0277410088116515,0.0,0.0,236.8305292361018,46.08288116846304,0.0,0.0,0.0,0.2068181271527815,0.0,0.2113034659157974,0.5939405810762682,1.39095328627294,0.0012949583589509
2023-01-01 00:29:00,619.093964840257,13.181195635577506,1.0455343334795224,0.6211589766816298,21.95813881956966,-4.552839153439638e-05,0.0026479139053371,414.3616327580779,231.9127533760466,-0.0110668355892723,2.029872825045454,8.962546021252006,69.95174074170849,,166.8860262395688,-0.0041605339864143,2.0553099970382736,-4.4707721248883535e-06,12.515124376914653,57.05658575561022,0.0114974752349113,7.958926984084155,416.8903717147179,100.26488476951334,5.851725940775056e-06,83.71715343329254,22.4279970924151,0.8517781140517889,0.0,0.1127667323470014,13.354761702211132,1.207763293581795e-05,0.3107185173860058,Healthy,0.0,,0.8502773023629208,0.8224440326287563,0.8021325029911427,0.0322625558815184,0.0,0.0,235.6827139049209,10.145182352996724,0.0,0.0284642648294727,0.0,0.2992008621868226,0.0,0.1903710604259844,0.563833661735007,1.612247170687834,0.0013190603104616
2023-01-01 00:35:00,630.1719805709075,12.925009399341755,0.9512368343736608,0.6178531333008652,20.84065479506783,-7.794620823342055e-05,0.0004638332690417,405.7900961659943,236.62824724991523,0.0034831302612399,1.9351426590404963,8.708539811428842,69.95897525998264,9.8705594316065,221.486697602137,0.0097589854161998,2.00622244500085,3.576021435117794e-08,-7.35223446053577,59.108726143670054,0.0034451067335017,8.973768087744514,414.03091076045064,96.83107026101467,-4.5169971105408195e-06,85.70998857378076,28.442792418097003,0.8538753734459972,0.0,0.1099430004268658,2.3677986504929973,0.0,0.2692605358742955,Healthy,0.0,,0.8523946750532819,0.8259508027732194,0.806683581348148,0.0320153903328157,0.0,0.0,229.371457214395,45.080052863685886,0.0,0.0086150018471512,0.0,0.305681214040516,0.0,0.2197547315040973,0.5497150021343291,1.6006909549324948,0.0013466652374444
2023-01-01 00:41:00,558.8546059852049,13.117845838218482,1.0101490896508654,0.637259268715258,21.50513448170303,,-0.0100548141897924,414.24463559473327,244.9758362173553,-0.0012038896715529,,8.441594635466217,67.29481711580618,7.122951146799354,230.7006745540119,0.0138585899900894,1.9829962561740877,-3.5735555830498075e-06,8.030562924649766,57.67149384558854,-0.0021313637451379,8.491915431620853,385.462297117062,90.12545631729412,2.651240215136201e-06,97.46681395074472,26.76650514472259,0.8571987205458924,,0.1127464213926194,,0.0,0.2741992229655624,Healthy,0.0,Piers,0.8540811776144784,0.8366241048823269,0.7991183798887378,0.027119853802616,0.0,0.0,226.3852329366684,43.72765860704704,,0.0,0.0,0.2071102475282349,0.0,0.2364799832740708,0.5637321069630975,1.3532788960655322,0.001293363848925
2023-01-01 00:47:00,596.7815715838738,13.50567522819774,0.8114570589084633,0.6399859578453142,22.25955088461923,0.0004858533150838,-0.0002949246009884,409.8125048227628,234.08090040794332,0.0110514006278554,1.9240949607578917,8.371437787148917,66.43335865289325,7.874306333422535,164.45038104127235,0.0073460278618488,2.0498295671522553,-5.50812762864199e-06,-2.7278243062814944,65.73403094664063,-0.0008454442748992,9.57377306027109,406.465885343919,107.33469832312753,2.0245850720843896e-06,94.7865875727528,26.607626920409704,0.8543518503963643,0.0,0.0906788111137344,15.011374612568376,9.481126620885678e-05,0.2742459171917542,Healthy,0.0,,0.8521002899443613,0.8427774305551128,0.7552915249272535,0.0290939002492317,0.0,0.0,234.97808720528997,43.25323985249337,0.0,,0.0,0.2308988116021096,0.0,0.2592757938797277,,1.458980189704735,0.0014376392256928
2023-01-01 00:53:00,624.6725034072073,,0.9993545095629096,0.6560906668608856,21.1304620880876,-0.0005122677898143,-0.0060134242298736,398.1789726442377,234.34233314564875,0.0065029949413513,1.922654468188509,8.33410495826604,69.33308343723164,7.089861360812339,181.58454175364588,-0.0011365550600398,1.89068135914417,4.351814037912701e-06,-21.20454072847721,60.623021711279904,0.0108521290315187,8.579236763215372,,120.36257657627152,-6.443917480408255e-06,95.66194435233275,22.26878657290565,0.8384375973247409,0.0,0.0876376289875511,1.1061679759552994,0.0,0.2407310496579438,Stressed,0.0,,0.836182818706308,0.8093524780540771,0.7401104042743447,0.0284161375940585,0.0,0.0,214.5161747471076,10.032306021326038,0.0,0.0274023109561662,0.0,0.2061173942439173,0.0,0.234487562808056,0.4381881449377557,1.4168393757523252,
2023-01-01 00:59:00,572.6765936960977,13.74496648812122,0.742141546763314,0.6501171665667536,20.126226515047996,-0.0003099759244445,-0.0026710021173057,366.78880129988056,235.53042230581073,,1.919166194127244,7.202605025859463,71.37372746805566,5.849983150181254,195.60920856250996,-0.0025503594721133,1.9726308923634532,6.024148613198779e-06,-21.50511670621304,59.78494520710636,-0.0081985539099754,8.553650563923524,403.0927798746243,103.83912106409552,-1.5921373134215483e-05,86.14768719140011,24.63010237846992,0.8555041424746495,0.0,0.0882829805727391,2.570568464741614,0.0,0.2601656427264213,Healthy,0.0,,0.8535080544671272,0.8430965596537026,0.794068609805277,0.0256388976694936,0.0,0.0,225.05254330387257,,0.0,0.0,,0.1722470838100763,0.0,0.2105363466072648,0.4414149028636959,,
