timestamp,image_path,mask_path,overlay_path,interferogram_path,heatmap_path,coherence_path,mask_ratio,deformation_energy,coherence_mean
2023-01-01 00:03:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_images\sar_20230101_000300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_masks\mask_20230101_000300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_overlays\overlay_20230101_000300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_interferograms\interferogram_20230101_000300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_heatmaps\heatmap_20230101_000300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_coherence\coherence_20230101_000300.png,0.0,0.0,1.0
2023-01-01 10:03:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_images\sar_20230101_100300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_masks\mask_20230101_100300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_overlays\overlay_20230101_100300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_interferograms\interferogram_20230101_100300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_heatmaps\heatmap_20230101_100300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_coherence\coherence_20230101_100300.png,0.030029296875,0.26154760351886785,0.7776845370089623
2023-01-01 20:03:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_images\sar_20230101_200300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_masks\mask_20230101_200300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_overlays\overlay_20230101_200300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_interferograms\interferogram_20230101_200300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_heatmaps\heatmap_20230101_200300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_coherence\coherence_20230101_200300.png,0.030029296875,0.2020385558741079,0.8282672275070083
2023-01-02 06:03:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_images\sar_20230102_060300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_masks\mask_20230102_060300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_overlays\overlay_20230102_060300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_interferograms\interferogram_20230102_060300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_heatmaps\heatmap_20230102_060300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_coherence\coherence_20230102_060300.png,0.030029296875,0.21394759667720156,0.8181445428243788
2023-01-02 16:03:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_images\sar_20230102_160300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_masks\mask_20230102_160300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_overlays\overlay_20230102_160300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_interferograms\interferogram_20230102_160300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_heatmaps\heatmap_20230102_160300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_coherence\coherence_20230102_160300.png,0.030029296875,0.18779628112638844,0.8403731610425698
2023-01-03 02:03:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_images\sar_20230103_020300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_masks\mask_20230103_020300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_overlays\overlay_20230103_020300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_interferograms\interferogram_20230103_020300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_heatmaps\heatmap_20230103_020300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_coherence\coherence_20230103_020300.png,0.030029296875,0.2075211670983112,0.8236070079664355
2023-01-03 12:03:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_images\sar_20230103_120300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_masks\mask_20230103_120300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_overlays\overlay_20230103_120300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_interferograms\interferogram_20230103_120300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_heatmaps\heatmap_20230103_120300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_coherence\coherence_20230103_120300.png,0.030029296875,0.21717721261905112,0.8153993692738065
2023-01-03 22:03:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_images\sar_20230103_220300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_masks\mask_20230103_220300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_overlays\overlay_20230103_220300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_interferograms\interferogram_20230103_220300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_heatmaps\heatmap_20230103_220300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_coherence\coherence_20230103_220300.png,0.030029296875,0.16870172221461507,0.8566035361175772
2023-01-04 08:03:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_images\sar_20230104_080300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_masks\mask_20230104_080300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_overlays\overlay_20230104_080300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_interferograms\interferogram_20230104_080300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_heatmaps\heatmap_20230104_080300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_coherence\coherence_20230104_080300.png,0.030029296875,0.2428226256190802,0.7936007682237819
2023-01-04 18:03:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_images\sar_20230104_180300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_masks\mask_20230104_180300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_overlays\overlay_20230104_180300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_interferograms\interferogram_20230104_180300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_heatmaps\heatmap_20230104_180300.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_delta\insar_coherence\coherence_20230104_180300.png,0.030029296875,0.18196414113508982,0.8453304800351736
