timestamp,gnss_dz_mm,los_disp_norm,fused_disp,sensor_temperature_c,sensor_humidity_pct,sensor_vibration_rms,sensor_strain_ue,sensor_tilt_x_deg,sensor_tilt_y_deg,sensor_acoustic_db,sensor_vibration_rms_roll3,sensor_strain_gradient,sensor_acoustic_roll3,gnss_horizontal_mm,gnss_vertical_mm,gnss_total_mm,gnss_horizontal_mm_smooth,gnss_vertical_mm_smooth,gnss_total_mm_smooth,gnss_total_mm_norm,gnss_threshold_exceeded,insar_los_disp_norm,insar_abs_los_disp,insar_threshold_exceeded
2024-01-01,0.0,0.0,0.0,27.72528087620106,62.25707779526223,0.0867978030464338,-0.7934072984306351,-0.0002204727009996,0.0041588838011415,35.24946681023974,0.0867978030464338,0.0,35.24946681023974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
2024-01-02,0.1792756349557999,0.0,0.10756538097348,29.72097317236194,66.41664327137156,0.1047618286664219,0.3553066832860955,0.0036340219787803,0.0095046859102594,36.427769033212336,0.0959999607414641,0.7701728956198413,36.55062031908336,2.1851452350391627,0.1792756349557999,2.1924870470548194,1.0925726175195811,0.0896378174778999,1.0962435235274095,0.0858801237749831,0,0.0,0.0,0
2024-01-03,0.3992723189369,0.0,0.23956339136214,30.902248944941043,65.61911307326335,0.0875852916256216,0.7971368423815546,-0.011233663155609,0.0169686959005265,37.38437125731786,0.0920786264428737,0.3275328465010966,36.13978364768014,0.6736726789141104,0.3992723189369,0.7831048863240246,0.9529393046510912,0.1928493179642333,0.991863977792948,0.0306743634616418,0,0.0,0.0,0
2024-01-04,1.7584598941695,0.0,1.0550759365017,32.136067384228895,66.31766820364659,0.0806909721221942,0.790705400109196,-0.0182343660830615,0.0170413889797477,35.0815160319405,0.086389629480325,0.2381862894551356,35.604780099711746,1.543130900188598,1.7584598941695,2.3395371710061545,1.1004872035354678,0.58425196201555,1.3287822760962498,0.0916401043700938,0,0.0,0.0,0
2024-01-05,2.5935711400819,0.0,1.5561426840491397,31.43666723406805,65.83631309748219,0.0814070051293586,1.0040813058452858,-0.026809602708446,0.0239632087160788,36.3759973062548,0.0823117676533863,0.3601763932268168,36.145106527087705,3.4388062022646047,2.5935711400819,4.307203194115555,1.568151003281295,0.98611579762882,1.9244664597001109,0.1687139469907199,0,0.0,0.0,0
2024-01-06,2.9504421992356,0.0,1.7702653195413598,31.417694433898333,66.04170850009466,0.0961147564611488,0.4475603114717678,-0.0321901559423952,0.0328081416953495,36.747142011650105,0.0898700606136185,-0.1442145991463373,36.801716340429664,6.466104865381665,2.9504421992356,7.107434227704301,2.861371976357628,1.57620423747594,3.345953305240971,0.2783995152982702,0,0.0,0.0,0
2024-01-07,4.4137450904528,0.0,2.64824705427168,29.875695133067023,67.83098559264279,0.0851940865212124,0.4440806855170927,-0.0267190626782205,0.030465865777239,37.58156554363025,0.0910465335075,0.2847659891440924,36.94001033708028,5.860743825569241,4.4137450904528,7.336856541628995,3.596491694463644,2.42309812857534,4.374827204155807,0.2873860298334701,0,0.0,0.0,0
2024-01-08,3.2249820361371,0.4034534960236567,2.0963706200917227,28.13886482866511,65.28934425250901,0.122451967942314,0.252860020317924,-0.0382056702241734,0.0357491405826324,35.696606061009405,0.0970680163365885,0.7893786696704593,36.510404589952735,6.004703071891598,3.2249820361371,6.815934867279132,4.662697773059142,2.98824007201538,5.581393200346827,0.2669814313523375,0,0.4034534960236567,0.4034534960236567,0
2024-01-09,2.5852305033851,0.4034534960236567,1.7125197004405226,27.09677365828703,64.60165534796504,0.0826726932753572,0.9749467277221804,-0.0380604188108439,0.049544081760475,37.6281192317045,0.098798452358267,-0.1475033109982853,36.57530206255878,6.854153825095915,2.5852305033851,7.325492571404994,5.724902358040604,3.1535941938585,6.578584280426595,0.2869409010147055,0,0.4034534960236567,0.4034534960236567,0
2024-01-10,1.6586545619858,0.4034534960236567,1.156574135600943,25.40285844400216,62.76830844711214,0.086543457194641,1.1222851507426934,-0.0488903368383939,0.0427696160784559,36.19006061382505,0.089072208006531,0.8335860220600351,37.39152918377691,8.135537728127439,1.6586545619858,8.302897631657352,6.66424866321317,2.96661087823928,7.377723167934954,0.3252260382817757,0,0.4034534960236567,0.4034534960236567,0
2024-01-11,1.2688447588189,0.4034534960236567,0.9226882537008028,24.2276795731338,62.85548885466165,0.112201603817478,1.1456081256125314,-0.0634596383049152,0.042043633205767,37.10888382713535,0.1016745607906754,-0.1108611981572278,36.21216888540675,5.650739641353455,1.2688447588189,5.791444165002851,6.5011756184075296,2.63029139015594,7.114525155394665,0.2268519407649267,0,0.4034534960236567,0.4034534960236567,0
2024-01-12,-0.1078413887327,0.4034534960236567,0.0966765651698427,23.09537040431076,61.33285831774052,0.0823687481905639,1.0601672162819853,-0.0673244278576812,0.045831944270979,37.88515472486755,0.0954835803464456,-0.0189557644172269,37.98616318689152,4.202777281228936,-0.1078413887327,4.20416063450695,6.169582309539469,1.7259740943188402,6.487985973970256,0.1646777508429865,0,0.4034534960236567,0.4034534960236567,0
2024-01-13,0.5273095580804,0.4034534960236567,0.4777671332577027,25.12333249520785,56.69738758169999,0.0804072426858507,1.627064438276673,-0.0621149799217725,0.0401754686298183,37.21254318138393,0.0879972956968909,-0.0113009274421513,37.91707077957887,4.967178584919228,0.5273095580804,4.9950894350875386,5.962077412144994,1.1864395987075,6.123816887531937,0.1956585784753796,0,0.4034534960236567,0.4034534960236567,0
2024-01-14,0.3050868609832,0.4034534960236567,0.3444335149993827,24.06313565781154,53.46913520315555,0.0867615713347641,1.8626036977743667,-0.0624545534621697,0.0530822154080137,38.16377362306661,0.0842081367317408,0.1975850590498475,37.9185262849611,2.6633143613828523,0.3050868609832,2.6807315009699746,5.123909519402382,0.7304108702271201,5.1948646734449335,0.1050047494784773,0,0.4034534960236567,0.4034534960236567,0
2024-01-15,-1.1657194335228,0.4034534960236567,-0.5380502617042173,26.32287466453021,54.95121204812987,0.1063853620609264,1.5583553786513156,-0.0674018053304255,0.0582925237544381,38.183130847276274,0.09544763841996,-0.4305314786612628,38.03967943476632,1.9531877613432096,-1.1657194335228,2.274608588033031,3.887439526045537,0.1655360711254002,3.9892068647200687,0.0890968397475017,0,0.4034534960236567,0.4034534960236567,0
2024-01-16,-2.1812985147278,0.4034534960236567,-1.147397710427217,27.82675557755069,49.12586090350752,0.0838526356439522,1.1878056697496897,-0.0632100598376142,0.0520089377943146,38.2198012887182,0.0964585934026584,-0.4851120025595954,37.59108980936372,2.444933713636825,-2.1812985147278,3.2765475846432723,3.24627834050221,-0.5244925835839398,3.486227548648153,0.1283429758464387,0,0.4034534960236567,0.4034534960236567,0
2024-01-17,-1.8677846672758,0.4034534960236567,-0.9592894019560172,29.60752489011484,50.424935208500806,0.0961275528448323,1.2250791866807074,-0.0597707052585714,0.0537238661182024,35.82342801971404,0.0873057340378615,-0.287835492030317,36.41160904873088,2.1148466136271806,-1.8677846672758,2.821559101362388,2.8286922069818594,-0.8764812392925598,3.209707242019241,0.110520992673109,0,0.4034534960236567,0.4034534960236567,0
2024-01-18,-1.0296580993838,0.4034534960236567,-0.4564134612208173,30.439612129314003,50.87055155572708,0.0872217566362958,1.387628443646547,-0.0608998573141966,0.0458891007664047,37.31042282725652,0.0914529239542494,0.1747636206976184,36.50814668642482,3.716829566972182,-1.0296580993838,3.856814466829495,2.5786224033924503,-1.1878747707854,2.982052248367632,0.1510721371117779,0,0.4034534960236567,0.4034534960236567,0
2024-01-19,0.9670727923065,0.4034534960236567,0.7416250737933625,32.33340718489729,49.31947814880652,0.0849738082380956,0.180377972804386,-0.0569643530018782,0.0547224829108237,37.64230565736433,0.087501966134375,-0.3971165688667489,37.49693063683328,1.8460671313860024,0.9670727923065,2.0840330225798334,2.41517295739308,-1.0554775845207398,2.862712552689604,0.0816319595460002,0,0.4034534960236567,0.4034534960236567,0
2024-01-20,3.8809352583157,0.4277946816180358,2.4996790276366343,33.0524806319428,49.79894025432148,0.0847317692270882,-0.0444437332335567,-0.0503033446491707,0.051926693248625,36.86635607145531,0.0877966445080251,-0.0440617529028623,36.85098542061992,1.9588111552919871,3.8809352583157,4.347251962025468,2.4162976361828354,-0.0461466461530398,3.2772412274880915,0.1702826646484862,0,0.4277946816180358,0.4277946816180358,0
2024-01-21,4.2953446915916,0.4277946816180358,2.748324687602174,30.198334587293257,49.60405910159027,0.084982701461488,0.361188059739402,-0.0524404974610126,0.0500893461533804,35.45081517808871,0.0966174505001817,0.2474227145884739,36.47964037538268,2.363836099902457,4.2953446915916,4.902826442653891,2.400078113435962,1.24918199511084,3.602496999090215,0.1920446199707235,0,0.4277946816180358,0.4277946816180358,0
2024-01-22,3.3058065715607,0.4277946816180358,2.1546018155836344,30.69321248683926,49.155576401164936,0.0814181079390493,1.1129938945087026,-0.0519746793873657,0.0417873887496892,36.777859444708135,0.0821813730910793,0.2143662332955307,37.11003188162356,3.737110618953707,3.3058065715607,4.989424101724614,2.724530914501267,2.28390024287814,4.0360699991626605,0.1954366663180931,0,0.4277946816180358,0.4277946816180358,0
2024-01-23,1.1737602908254,0.4277946816180358,0.8753740471424544,27.413464689917024,50.67472682923484,0.1168808276706353,1.0205251375941866,-0.0569395240645877,0.0387904223806414,35.8395828642485,0.0999446970766734,-0.2486360551539312,36.65709930028751,1.921099227441426,1.1737602908254,2.251296395856079,2.365384846595116,2.7245839209199803,3.714966384967977,0.088183696861521,0,0.4277946816180358,0.4277946816180358,0
2024-01-24,1.4414717531678,0.4277946816180358,1.0360009245478945,26.36340418908241,51.06739995459859,0.0842009388448831,1.5471869210891294,-0.0493100940395164,0.0520571872851891,35.69209065513029,0.0950455250506322,0.3858780926283602,36.24384797385244,2.7190805468196544,1.4414717531678,3.07753795025727,2.5399875296818464,2.81946371309224,3.913667370503464,0.120547731602491,0,0.4277946816180358,0.4277946816180358,0
2024-01-25,0.6285306578632,0.4277946816180358,0.5482362673651343,26.07551108827681,53.48859060265956,0.0876702051053475,1.9742927927352645,-0.0550286326000152,0.0444037233849409,36.57124390955973,0.0903450697933696,0.3512549984622264,36.80410312776428,5.218476239521269,0.6285306578632,5.256191116228747,3.191920546527703,2.16898279300174,4.09545520134412,0.2058859796928165,0,0.4277946816180358,0.4277946816180358,0
2024-01-26,0.2131733976823999,0.4277946816180358,0.2990219112566543,23.75193461153775,54.72288710031,0.1231700094962358,2.1560942104955387,-0.0499624956543125,0.0493041771949816,35.76090662725413,0.098686409395608,-0.7292570928369013,35.54096772876971,4.793799590243998,0.2131733976823999,4.798537007141133,3.6779132445960103,1.3525485342199002,4.074597314241569,0.18795958346285,0,0.4277946816180358,0.4277946816180358,0
