timestamp,image_path,mask_path,overlay_path,interferogram_path,heatmap_path,coherence_path,mask_ratio,deformation_energy,coherence_mean
2023-01-01 00:02:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_images\sar_20230101_000200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_masks\mask_20230101_000200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_overlays\overlay_20230101_000200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_interferograms\interferogram_20230101_000200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_heatmaps\heatmap_20230101_000200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_coherence\coherence_20230101_000200.png,0.0,0.0,1.0
2023-01-01 10:02:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_images\sar_20230101_100200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_masks\mask_20230101_100200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_overlays\overlay_20230101_100200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_interferograms\interferogram_20230101_100200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_heatmaps\heatmap_20230101_100200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_coherence\coherence_20230101_100200.png,0.030029296875,0.36043956253734666,0.6936263718432554
2023-01-01 20:02:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_images\sar_20230101_200200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_masks\mask_20230101_200200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_overlays\overlay_20230101_200200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_interferograms\interferogram_20230101_200200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_heatmaps\heatmap_20230101_200200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_coherence\coherence_20230101_200200.png,0.030029296875,0.19838768135612558,0.8313704708472933
2023-01-02 06:02:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_images\sar_20230102_060200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_masks\mask_20230102_060200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_overlays\overlay_20230102_060200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_interferograms\interferogram_20230102_060200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_heatmaps\heatmap_20230102_060200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_coherence\coherence_20230102_060200.png,0.030029296875,0.21193387835771044,0.819856203395946
2023-01-02 16:02:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_images\sar_20230102_160200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_masks\mask_20230102_160200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_overlays\overlay_20230102_160200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_interferograms\interferogram_20230102_160200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_heatmaps\heatmap_20230102_160200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_coherence\coherence_20230102_160200.png,0.030029296875,0.19802410498352158,0.8316795107640067
2023-01-03 02:02:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_images\sar_20230103_020200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_masks\mask_20230103_020200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_overlays\overlay_20230103_020200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_interferograms\interferogram_20230103_020200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_heatmaps\heatmap_20230103_020200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_coherence\coherence_20230103_020200.png,0.030029296875,0.22329530949803938,0.8101989869266666
2023-01-03 12:02:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_images\sar_20230103_120200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_masks\mask_20230103_120200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_overlays\overlay_20230103_120200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_interferograms\interferogram_20230103_120200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_heatmaps\heatmap_20230103_120200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_coherence\coherence_20230103_120200.png,0.030029296875,0.20934404682833369,0.8220575601959164
2023-01-03 22:02:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_images\sar_20230103_220200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_masks\mask_20230103_220200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_overlays\overlay_20230103_220200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_interferograms\interferogram_20230103_220200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_heatmaps\heatmap_20230103_220200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_coherence\coherence_20230103_220200.png,0.030029296875,0.16997958680104228,0.8555173512191141
2023-01-04 08:02:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_images\sar_20230104_080200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_masks\mask_20230104_080200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_overlays\overlay_20230104_080200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_interferograms\interferogram_20230104_080200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_heatmaps\heatmap_20230104_080200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_coherence\coherence_20230104_080200.png,0.030029296875,0.25260741345461524,0.7852836985635772
2023-01-04 18:02:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_images\sar_20230104_180200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_masks\mask_20230104_180200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_overlays\overlay_20230104_180200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_interferograms\interferogram_20230104_180200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_heatmaps\heatmap_20230104_180200.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_gamma\insar_coherence\coherence_20230104_180200.png,0.030029296875,0.18869780931114047,0.8396068620855306
