timestamp,temperature_c,humidity_pct,vibration_rms,strain_ue,tilt_x_deg,tilt_y_deg,acoustic_db
2024-01-01 00:00:00,27.72528087620106,62.25707779526223,0.08679780304643384,-0.7934072984306351,-0.0002204727009996904,0.004158883801141521,35.24946681023974
2024-01-01 12:00:00,28.464816405382933,65.62339810204548,0.09644025051153679,-0.41486621233374577,0.0048908156680034405,0.0058845171420013895,37.97462511379801
2024-01-02 00:00:00,29.72097317236194,66.41664327137156,0.10476182866642192,0.3553066832860955,0.003634021978780334,0.009504685910259433,36.427769033212336
2024-01-02 12:00:00,30.87453611223457,66.07361212894075,0.08388875903657782,0.4696039958804579,-0.0021417491214372787,0.014056023957092021,34.60721065251022
2024-01-03 00:00:00,30.902248944941043,65.61911307326335,0.08758529162562166,0.7971368423815546,-0.011233663155609017,0.016968695900526576,37.38437125731786
2024-01-03 12:00:00,31.639057487418636,65.52561975729238,0.09089262469315935,0.5525191106540603,-0.018554562430784162,0.01859494667917067,34.34845300987687
2024-01-04 00:00:00,32.136067384228895,66.31766820364659,0.08069097212219424,0.790705400109196,-0.018234366083061514,0.017041388979747756,35.0815160319405
2024-01-04 12:00:00,32.39682108510199,65.16916967389311,0.08483732570860639,0.6439049126184689,-0.023050960067195432,0.01818108355338293,36.97780624306781
2024-01-05 00:00:00,31.43666723406805,65.83631309748219,0.08140700512935867,1.0040813058452858,-0.02680960270844603,0.023963208716078866,36.3759973062548
2024-01-05 12:00:00,32.06546262893921,68.32557098092718,0.09208842025034833,0.5917749106181052,-0.023056053179139988,0.03002665482831384,37.28200970338409
2024-01-06 00:00:00,31.417694433898333,66.04170850009466,0.09611475646114889,0.4475603114717678,-0.032190155942395264,0.03280814169534954,36.747142011650105
2024-01-06 12:00:00,30.559350311192272,66.42914391651244,0.09183075754013909,0.15931469637300022,-0.02815069760534296,0.03127375231435933,36.49132345596049
2024-01-07 00:00:00,29.875695133067026,67.83098559264279,0.08519408652121248,0.44408068551709273,-0.026719062678220547,0.03046586577723903,37.58156554363025
2024-01-07 12:00:00,29.406591354329404,66.15281033742271,0.08355799454623927,-0.5365186493525353,-0.028536385467454215,0.030471395899218417,36.253042165218545
2024-01-08 00:00:00,28.13886482866511,65.28934425250901,0.12245196794231404,0.252860020317924,-0.03820567022417342,0.035749140582632406,35.696606061009405
2024-01-08 12:00:00,27.0190707807936,65.97052558345969,0.09127069585712994,1.1224500387204657,-0.04030405559018343,0.04413742478327658,36.40118089496242
2024-01-09 00:00:00,27.09677365828703,64.60165534796504,0.08267269327535726,0.9749467277221804,-0.038060418810843905,0.04954408176047508,37.6281192317045
2024-01-09 12:00:00,26.729175738176707,63.780450028646186,0.09800047354959482,0.28869912868265846,-0.047632151071557334,0.04145966828109709,38.35640770580118
2024-01-10 00:00:00,25.402858444002153,62.76830844711214,0.08654345719464103,1.1222851507426934,-0.048890336838393944,0.04276961607845599,36.19006061382505
2024-01-10 12:00:00,25.383624671756696,63.44229206225933,0.10627862135990726,1.2564693237697593,-0.049848357097925594,0.043283785362302964,35.33756221525984
2024-01-11 00:00:00,24.227679573133802,62.85548885466165,0.11220160381747805,1.1456081256125314,-0.06345963830491522,0.04204363320576707,37.10888382713535
2024-01-11 12:00:00,23.555481589245783,57.03920714048274,0.09188038903129503,1.0791229806992122,-0.06935682189291753,0.04762578250654251,38.96445100867165
2024-01-12 00:00:00,23.09537040431076,61.332858317740516,0.08236874819056392,1.0601672162819853,-0.06732442785768124,0.045831944270979044,37.88515472486755
2024-01-12 12:00:00,23.549940976525004,58.9916981148001,0.10121589621425817,1.6383653657188244,-0.06954984372899203,0.042064100697472975,38.65351443248514
2024-01-13 00:00:00,25.12333249520785,56.697387581699985,0.08040724268585073,1.627064438276673,-0.06211497992177251,0.040175468629818384,37.21254318138393
