timestamp,Strain_microstrain,Deflection_mm,Vibration_ms2,Tilt_deg,Displacement_mm,Crack_Propagation_mm,Corrosion_Level_percent,Cable_Member_Tension_kN,Bearing_Joint_Forces_kN,Fatigue_Accumulation_au,Modal_Frequency_Hz,Temperature_C,Humidity_percent,Wind_Speed_ms,Wind_Direction_deg,Precipitation_mmh,Water_Level_m,Seismic_Activity_ms2,Solar_Radiation_Wm2,Air_Quality_Index_AQI,Soil_Settlement_mm,Vehicle_Load_tons,Traffic_Volume_vph,Pedestrian_Load_pph,Impact_Events_g,Dynamic_Load_Distribution_percent,Axle_Counts_pmin,Structural_Health_Index_SHI,Anomaly_Detection_Score,Energy_Dissipation_au,Acoustic_Emissions_levels,Visual_Analysis_Defect_Score,Electrical_Resistance_ohms,Bridge_Mood_Meter,Localized_Strain_Hotspot,Vibration_Anomaly_Location,SHI_Predicted_24h_Ahead,SHI_Predicted_7d_Ahead,SHI_Predicted_30d_Ahead,Probability_of_Failure_PoF,Maintenance_Alert,Flood_Event_Flag,Simulated_Water_Flow_m3s,Soil_Saturation_percent,Landslide_Ground_Movement,Simulated_Slope_Displacement_mm,High_Winds_Storms,Simulated_Wind_Load_Pressure_kPa,Abnormal_Traffic_Load_Surges,Simulated_Localized_Stress_Index,Energy_Harvesting_Potential_W,Estimated_Repair_Cost_USD_incremental,Carbon_Footprint_tCO2e_incremental,bridge_id,bridge_name,lat,lon,city,region
2023-01-01 00:04:00,572.8299599155365,12.598817893227253,1.176252577125589,0.6335339432317615,21.71129216718803,0.0002468838677267,-0.003414826831815,413.3382799850494,232.310380673378,-0.0115848265356273,1.893920473229076,9.195454009831694,68.19639832493081,6.460371295062876,215.48760740723964,0.0077234678304958,,6.600767115485262e-08,-8.084153763268857,52.14229772774969,-0.0158477308059703,9.502746372621283,436.0731312218009,98.00394569023652,-2.2884491024341023e-06,,27.503345569071765,0.8574072649832475,0.0,0.0523218530675837,,,0.2732667450761195,Healthy,0.0,,0.8557023058299049,0.8429339769789059,0.8263347877296685,,0.0,0.0,227.42357792361508,44.138185226346735,0.0,0.0,0.0,0.1881101720145972,0.0,0.2612397529928863,0.2616092653379187,,0.0012666601672738,bridge_epsilon,Gulf Meridian,29.752,-95.3584,Houston,South
2023-01-01 00:10:00,565.2973814511126,12.998118796898025,1.052372708880847,0.633316654532043,21.0113115096761,0.0001348236151704,0.0016184822491682,407.5840258420104,232.15970685444827,,1.9704265157112768,10.377959294033085,71.28810185747295,7.7365394375026675,164.15121112389036,-0.0148190192249858,2.0008321774849978,-2.0181012602292064e-06,-3.97784462502866,58.471309946645114,-0.012798361306499,9.606620091043144,453.60215054040304,102.78211037968616,9.616763556801233e-06,88.04121508569709,24.238330367007805,0.8569258849231034,0.0,0.0926500250834154,12.753282240576803,3.991258102744108e-05,0.3104619896247902,Healthy,0.0,,0.8542408088791917,,0.8015038664957479,0.0281289636013276,0.0,0.0,228.6784228194997,10.05043196946292,0.0,0.0,0.0,0.226358534099183,0.0,0.2416510016234595,0.4632501254170773,1.40721052029238,0.001381072038689,bridge_epsilon,Gulf Meridian,29.752,-95.3584,Houston,South
2023-01-01 00:16:00,585.0289512726828,12.917502526764874,0.8540231642957767,0.6037184021825633,21.2541015029612,-0.000499434579476,3.3271996428704305e-05,417.0705055187484,237.54664644228657,0.0130188325851879,,10.02846470999344,66.71173412976158,7.8785759866482845,186.9914877780104,-0.003445517391008,2.0445698636522316,5.473158434354361e-06,-4.993469588073167,54.044669139137,0.0037963470194107,8.121855087200341,493.1224347703518,115.0560070827714,-1.5886214989865223e-06,83.86037011975098,24.499599024013733,0.8585800133050945,0.0,0.1072112266320804,3.683717460995918,0.0,0.3192455736644973,Healthy,,Cables,0.853677706611241,0.8308382387263566,0.8168217539711201,0.0286259531277213,0.0,0.0,234.30183961242977,10.064922889169182,0.0,0.0098329399506741,0.0,0.2310408035522698,0.0,0.1946005067633151,0.5360561331604021,1.4292766301806972,0.0013585838534985,bridge_epsilon,Gulf Meridian,29.752,-95.3584,Houston,South
2023-01-01 00:22:00,507.02113499471216,12.083836277811532,1.1229562401201,0.6208614310347836,21.709321313905154,8.215604932148658e-05,0.0010452728256897,405.249220539494,218.07656302070663,0.006032365391611,1.932329795182824,9.434122976748869,69.92690802050322,8.050068031642263,212.8481541321049,0.0078994409824121,2.048198796496832,-9.142440485120187e-06,-7.763962175751619,62.8908656934932,-0.009461920599354,9.099228694834968,438.777247311016,91.02021303901812,6.296812700531281e-06,84.87869115255502,25.29763256860359,0.8664205235737331,0.0,0.1196986312517968,13.628406605740093,2.4793392469815207e-05,0.2378396173506321,Healthy,0.0,Deck,0.8627119488872755,0.8502914213044837,0.7682342909670173,0.0277068940787932,0.0,0.0,234.7684166924498,45.086083310303025,0.0,0.0,0.0,0.2368075901074784,0.0,0.2206658920329609,0.5984931562589844,1.386704702039437,0.0014308932601924,bridge_epsilon,Gulf Meridian,29.752,-95.3584,Houston,South
2023-01-01 00:28:00,562.975129796148,13.13310918231973,1.1558316798537116,0.6278997911508152,20.873446685809675,-0.0004798217074603,0.0073905656661689,404.702725303972,227.99459372449627,0.0013723675000667,1.9623114373012347,9.152267384256165,69.65835713376693,9.266751028293957,167.28041254599543,-0.0028669227662625,2.141575867401418,2.679385785571687e-06,5.221923690484544,57.24241566199905,0.0157267495496519,8.739383981730713,428.39292331046823,115.3000182109453,-4.305648877656764e-06,,24.255297149512938,0.8547854261856093,0.0,0.1135285026884294,4.230050492220563,0.0,0.2580253076754664,Healthy,0.0,,0.853058522957495,0.8252271357151322,0.754881642647092,0.0315270611689433,0.0,0.0,246.774040094468,10.140652434645183,0.0,0.039484335485728,0.0,0.2812867575319283,0.0,0.2326807581835243,0.5676425134421472,1.5747695969473403,0.0013346283719416,bridge_epsilon,Gulf Meridian,29.752,-95.3584,Houston,South
2023-01-01 00:34:00,598.7204732229407,13.443918905638442,0.9997165672513112,0.6498275311164143,20.087104811973006,-0.000152068237879,0.0015753977811918,373.15273264705894,243.88506680724393,0.0157588669414631,1.9384749568355344,8.905248616498616,69.90907056637582,9.142723920430036,186.78091240557177,0.0033419745128455,1.9510809732354748,-6.240413311335021e-06,,61.035772080270974,,9.564082615568717,496.8984257687444,98.34756104481322,-6.23638963418561e-06,84.87753924862383,25.55656819973838,0.8520882814465044,0.0,0.1081491766254153,0.8362931410325367,0.0,0.2387252689550874,Healthy,0.0,,0.8492445975902974,0.8298668898853006,0.754463018535432,0.0304220296930339,,0.0,222.2818394159896,45.057084888559345,0.0,0.0026836713224875,0.0,0.276466512557652,0.0,0.2319359421657184,0.5407458831270767,1.521978662649557,0.0014676459431693,bridge_epsilon,Gulf Meridian,29.752,-95.3584,Houston,South
2023-01-01 00:40:00,578.8004558279678,,1.1255018801854944,0.6321800171121634,22.732617525862096,0.000298740300468,-0.0092243097441873,407.9237429409318,241.55073150320416,-0.0177859445578479,2.010990314804091,9.100131179659876,66.18162825568648,9.664049290342655,181.48960203333425,0.0173213838638282,1.9895683272213305,-8.830570597649345e-06,-4.221643364563396,63.56954475179617,0.001698981626263,9.032394498373773,438.0020532117619,116.28471404284264,5.881349632438958e-06,,29.792146834233694,0.8547944972690259,0.0,0.1099658361989794,10.618023456686531,0.0,0.2744662285421266,Healthy,0.0,Piers,0.850170745787098,0.8292014847053548,0.7881462706099048,0.0310952598667365,0.0,,227.23021349988537,43.17509512255483,0.0,0.0036955434033044,0.0,0.2971647916708084,0.0,0.243017959725958,0.5498291809948973,1.553131138935327,0.00144021211929,bridge_epsilon,Gulf Meridian,29.752,-95.3584,Houston,South
2023-01-01 00:46:00,645.4331075430849,13.232829360615522,0.7643700713904137,0.6823900381708197,21.27279625312475,-7.661164001163527e-05,0.0012277484852635,385.265808835549,232.20844340488915,-0.0029689252793946,1.954464858784747,,73.7658302412326,7.276005668207817,228.098378141683,-0.0083306834778991,1.9989700073826655,1.9631478093803877e-06,7.079870285088271,59.96244607655424,0.0009152936096489,9.659709094910491,493.86680689954113,97.89133595369016,5.385329188417895e-06,89.48521957700875,25.02152389360363,0.8531872771086753,0.0,0.0908830480735623,14.199673210184354,0.0,0.2982100949348298,Healthy,0.0,,0.8519638062490433,0.8297991023442917,0.7600532589272238,0.0283420888394439,0.0,0.0,228.43900094919988,10.032037391797504,0.0,0.0024109307622087,,0.2117627679102281,0.0,0.2469717684023124,0.4544152403678119,1.4165423548745648,0.0014481775877033,bridge_epsilon,Gulf Meridian,29.752,-95.3584,Houston,South
2023-01-01 00:52:00,592.615130059771,13.677745289370444,0.9278848636205552,0.655290291006306,21.699904063875405,-0.0001899891149099,-0.0006702249344972,395.3478936720661,248.09055628221608,0.0005973671990149,1.9808862101999307,8.233930396875708,69.72724439422966,8.610916423684454,226.09295369678895,0.010148633638355,1.993313418346918,-1.8124321862739335e-06,-8.179581454098921,60.154684654180166,0.0106789863317671,8.304481041583784,442.58418813808635,105.74093545867656,-7.272678509709464e-06,100.8831126664701,25.097813649191657,0.8519973170413131,0.0,0.0847420305375405,3.55420721674567,0.0,0.242208674739323,Healthy,0.0,,0.8499530359394897,0.8346529115035828,0.812689117569821,0.0299166003766657,0.0,0.0,227.7117252160323,44.90685084533908,0.0,0.0265841888177758,0.0,0.2565344168286549,0.0,0.2393662561584748,0.4237101526877027,1.4944891164668883,0.001394080478855,bridge_epsilon,Gulf Meridian,29.752,-95.3584,Houston,South
2023-01-01 00:58:00,613.3232265329306,13.941949579059626,0.8037951059598638,0.6421564946315742,22.12837235490636,0.0009241393329135,-0.0015745339251403,376.29866700560336,233.38214860975293,-0.0084684456819033,2.0355866700307743,7.560732150368827,68.31236194447901,6.147364765404205,225.26561034603583,0.0028229887873124,2.1083587116088256,1.4111300425638294e-06,-11.57126064059933,58.896406610933575,,8.5546944777664,427.4898876911218,97.43856553100638,-7.197292323365275e-06,96.91627780031322,28.894618879248604,0.8503672883423223,0.0,0.0932396037988928,3.705723874954596,0.0001722315951815,0.2692696421223167,Healthy,0.0,Piers,0.8459047916714811,0.8395529578582499,0.7919802718935595,0.0275635731637983,0.0,0.0,242.50326292113473,44.18814075362589,0.0,0.013109481741765,,0.1797790864021921,0.0,0.2368826132868611,0.4661980189944643,1.3831778357227895,0.0013584348632652,bridge_epsilon,Gulf Meridian,29.752,-95.3584,Houston,South
