timestamp,los_displacement
2023-01-01 00:04:00,12.78887807619678
2023-01-01 00:10:00,13.188113793257637
2023-01-01 00:16:00,13.098618047419643
2023-01-01 00:22:00,12.270094707121967
2023-01-01 00:28:00,13.321479119664975
2023-01-01 00:34:00,13.638867164973366
2023-01-01 00:40:00,13.638867164973366
2023-01-01 00:46:00,13.437546372066768
2023-01-01 00:52:00,13.874332376672335
2023-01-01 00:58:00,14.134596527449098
2023-01-01 01:04:00,13.86397119741844
2023-01-01 01:10:00,14.441675983359904
2023-01-01 01:16:00,14.422427809934309
2023-01-01 01:22:00,14.963933935233134
2023-01-01 01:28:00,15.037359715339301
2023-01-01 01:34:00,14.448972056877027
2023-01-01 01:40:00,15.102726394953244
2023-01-01 01:46:00,14.049062427144198
2023-01-01 01:52:00,14.682805293502216
2023-01-01 01:58:00,14.731302127716594
2023-01-01 02:04:00,14.64574280700463
2023-01-01 02:10:00,15.144063888749638
2023-01-01 02:16:00,15.144063888749638
2023-01-01 02:22:00,15.756967991020561
2023-01-01 02:28:00,15.756967991020561
2023-01-01 02:34:00,16.415808300741567
2023-01-01 02:40:00,16.007906728615197
2023-01-01 02:46:00,16.73778216478133
2023-01-01 02:52:00,16.578201535484197
2023-01-01 02:58:00,16.314020930385578
2023-01-01 03:04:00,16.837382793464513
2023-01-01 03:10:00,16.488858667330373
2023-01-01 03:16:00,16.665356470254505
2023-01-01 03:22:00,16.010350732018377
2023-01-01 03:28:00,18.032275345654934
2023-01-01 03:34:00,17.511067347255217
2023-01-01 03:40:00,17.00994624710575
2023-01-01 03:46:00,17.00994624710575
2023-01-01 03:52:00,16.779591873435677
2023-01-01 03:58:00,17.3889747034248
2023-01-01 04:04:00,17.191693434238044
2023-01-01 04:10:00,16.547112693810906
2023-01-01 04:16:00,17.498945148350213
2023-01-01 04:22:00,16.344028809378642
2023-01-01 04:28:00,17.796351299690688
2023-01-01 04:34:00,18.23967339776954
2023-01-01 04:40:00,16.895405299231278
2023-01-01 04:46:00,17.619904951960855
2023-01-01 04:52:00,17.35343391704191
2023-01-01 04:58:00,16.807072608309007
2023-01-01 05:04:00,16.895708621255295
2023-01-01 05:10:00,18.05554160142957
2023-01-01 05:16:00,17.210708715253272
2023-01-01 05:22:00,17.5508629271145
2023-01-01 05:28:00,17.935267067741925
2023-01-01 05:34:00,18.296343413859393
2023-01-01 05:40:00,17.35290723265008
2023-01-01 05:46:00,17.324579314898553
2023-01-01 05:52:00,17.337581343343725
2023-01-01 05:58:00,17.98706833557912
2023-01-01 06:04:00,17.249234488819475
2023-01-01 06:10:00,17.85703150653032
2023-01-01 06:16:00,17.34034358718236
2023-01-01 06:22:00,17.579703424733225
2023-01-01 06:28:00,17.30827597188724
2023-01-01 06:34:00,17.757486220708067
2023-01-01 06:40:00,17.50559443318245
2023-01-01 06:46:00,17.38718276062637
2023-01-01 06:52:00,17.66848472467433
2023-01-01 06:58:00,17.270785385208413
2023-01-01 07:04:00,17.362091873243486
2023-01-01 07:10:00,18.1257714520576
2023-01-01 07:16:00,18.022454508921122
2023-01-01 07:22:00,16.621379526185287
2023-01-01 07:28:00,16.878534139002852
2023-01-01 07:34:00,17.806044027698857
2023-01-01 07:40:00,16.681729709809076
2023-01-01 07:46:00,17.018458316551474
2023-01-01 07:52:00,17.659001360317582
2023-01-01 07:58:00,17.34298739734559
2023-01-01 08:04:00,25.09915375273481
2023-01-01 08:10:00,23.046450157939123
2023-01-01 08:16:00,24.33900510339815
2023-01-01 08:22:00,24.494449206104452
2023-01-01 08:28:00,24.170349097473284
2023-01-01 08:34:00,23.92268405382173
2023-01-01 08:40:00,23.874826334564847
2023-01-01 08:46:00,25.208864029052148
2023-01-01 08:52:00,24.21231449380397
2023-01-01 08:58:00,23.72171647000201
2023-01-01 09:04:00,23.771239556640705
2023-01-01 09:10:00,23.73345626723521
2023-01-01 09:16:00,23.56297092028104
2023-01-01 09:22:00,24.10639755369072
2023-01-01 09:28:00,23.649711394321688
2023-01-01 09:34:00,22.48668556434984
2023-01-01 09:40:00,23.471196991462463
2023-01-01 09:46:00,22.990729790126704
2023-01-01 09:52:00,21.460271462803405
2023-01-01 09:58:00,22.531048413493693
2023-01-01 10:04:00,21.963370624223366
2023-01-01 10:10:00,21.00655901159206
2023-01-01 10:16:00,23.160206389945316
2023-01-01 10:22:00,22.35219345466264
2023-01-01 10:28:00,21.35015965459129
2023-01-01 10:34:00,20.488777167103386
2023-01-01 10:40:00,20.726425105593805
2023-01-01 10:46:00,20.985524605592445
2023-01-01 10:52:00,21.061976783612895
2023-01-01 10:58:00,21.120938206014205
2023-01-01 11:04:00,17.92691726887398
2023-01-01 11:10:00,17.92691726887398
2023-01-01 11:16:00,16.258372867173893
2023-01-01 11:22:00,17.236809066859077
2023-01-01 11:28:00,17.108126186045048
2023-01-01 11:34:00,16.551988482774306
2023-01-01 11:40:00,17.32588225861925
2023-01-01 11:46:00,16.749579166087077
2023-01-01 11:52:00,15.753379601835288
2023-01-01 11:58:00,15.04398802585482
2023-01-01 12:04:00,15.699993052957963
