timestamp,x,y,z
2023-01-01 00:04:00,1000.0217112921672,1999.9999841522692,49.98740118210677
2023-01-01 00:10:00,1000.0210113115097,1999.9999872016388,49.9870018812031
2023-01-01 00:16:00,1000.0212541015029,2000.000003796347,49.98708249747324
2023-01-01 00:22:00,1000.0217093213139,1999.9999905380794,49.98791616372219
2023-01-01 00:28:00,1000.0208734466858,2000.0000157267496,49.98686689081768
2023-01-01 00:34:00,1000.020087104812,2000.0000157267496,49.98655608109436
2023-01-01 00:40:00,1000.0227326175259,2000.0000016989816,49.98655608109436
2023-01-01 00:46:00,1000.0212727962531,2000.0000009152936,49.98676717063938
2023-01-01 00:52:00,1000.0216999040639,2000.0000106789864,49.98632225471063
2023-01-01 00:58:00,1000.0221283723549,2000.0000106789864,49.986058050420944
2023-01-01 01:04:00,1000.0222619875606,2000.0000057567174,49.98633081690059
2023-01-01 01:10:00,1000.0219811715399,1999.999993555,49.985765375528665
2023-01-01 01:16:00,1000.0215636552325,2000.0000032475975,49.98577817782791
2023-01-01 01:22:00,1000.0203632416282,2000.0000065118777,49.985230367880824
2023-01-01 01:28:00,1000.0198577380208,1999.999997093998,49.985173143391584
2023-01-01 01:34:00,1000.0197817439463,2000.0000008238655,49.98575311008728
2023-01-01 01:40:00,1000.0200435306667,2000.0000031730638,49.98509590082819
2023-01-01 01:46:00,1000.0210386920842,2000.0000031730638,49.98614479831416
2023-01-01 01:52:00,1000.0220935347708,1999.9999942918537,49.98551628109669
2023-01-01 01:58:00,1000.0220036044408,1999.999994195108,49.9854751265041
2023-01-01 02:04:00,1000.0204199239678,2000.0000053693063,49.98556993472984
2023-01-01 02:10:00,1000.0209693982081,1999.9999972298301,49.98505582217215
2023-01-01 02:16:00,1000.0206484321563,1999.9999972298301,49.98505582217215
2023-01-01 02:22:00,1000.0211906528266,1999.9999963351315,49.98445064924837
2023-01-01 02:28:00,1000.0208261453116,2000.0000151015838,49.98445064924837
2023-01-01 02:34:00,1000.0218850822718,2000.0000327226562,49.98378893773303
2023-01-01 02:40:00,1000.0214975549142,2000.0000006466473,49.98420273502589
2023-01-01 02:46:00,1000.0210608205612,2000.000000331083,49.9834719336037
2023-01-01 02:52:00,1000.021626492196,2000.0000086193531,49.983629447898295
2023-01-01 02:58:00,1000.0220809734627,1999.999995887445,49.98390687606528
2023-01-01 03:04:00,1000.0218168587421,2000.0000046189673,49.98336482936032
2023-01-01 03:10:00,1000.0207306020621,2000.0000011622392,49.98372145555957
2023-01-01 03:16:00,1000.0215518004651,2000.000005634605,49.983542268952625
2023-01-01 03:22:00,1000.0205852211226,2000.0000008854522,49.98420373890727
2023-01-01 03:28:00,1000.0205644976897,2000.000007940893,49.98216865180941
2023-01-01 03:34:00,1000.0210876373749,1999.999992994262,49.98271158850708
2023-01-01 03:40:00,1000.0211746868534,1999.9999939539189,49.98319407220637
2023-01-01 03:46:00,1000.0219768290403,2000.0000073671144,49.984384388449854
2023-01-01 03:52:00,1000.021462113119,2000.0000374132508,49.98343114441275
2023-01-01 03:58:00,1000.0216896811065,1999.9999993706367,49.98282055341483
2023-01-01 04:04:00,1000.0217554598289,2000.0000005904733,49.983025282605006
2023-01-01 04:10:00,1000.0212417734177,2000.0000134554766,49.98367210274454
2023-01-01 04:16:00,1000.0206180216297,1999.9999871819032,49.982720790609115
2023-01-01 04:22:00,1000.0208681797507,2000.0000118592027,49.98385775035841
2023-01-01 04:28:00,1000.0208462170424,2000.0000190705105,49.98242091291075
2023-01-01 04:34:00,1000.0208081310519,2000.0000190705105,49.98198244763514
2023-01-01 04:40:00,1000.0202558394875,2000.0000003841624,49.983326624058385
2023-01-01 04:46:00,1000.0209658898227,1999.9999875777369,49.98260287508348
2023-01-01 04:52:00,1000.0217243948659,2000.000003897569,49.98285551385785
2023-01-01 04:58:00,1000.0217212524057,1999.999995983523,49.98340980558275
2023-01-01 05:04:00,1000.0228400167862,1999.9999983505184,49.98332562918624
2023-01-01 05:10:00,1000.0203531523327,2000.000012123653,49.98216926316207
2023-01-01 05:16:00,1000.0214672298313,1999.9999858241454,49.98299763235273
2023-01-01 05:22:00,1000.0206262922981,2000.0000051497143,49.98266117998443
2023-01-01 05:28:00,1000.0214376676342,2000.0000008975617,49.9822792136997
2023-01-01 05:34:00,1000.0213903114717,2000.000013545776,49.981915685145225
2023-01-01 05:40:00,1000.0212652577002,1999.9999949755565,49.98288328409002
2023-01-01 05:46:00,1000.0217718670633,2000.0000279491114,49.982889530640236
2023-01-01 05:52:00,1000.0208756168208,1999.9999959988143,49.982870603228356
2023-01-01 05:58:00,1000.0198078409004,2000.0000121967528,49.98222830073427
2023-01-01 06:04:00,1000.021682179796,2000.0000021721119,49.982959774236235
2023-01-01 06:10:00,1000.0209261044357,1999.9999971478403,49.98235160892081
2023-01-01 06:16:00,1000.0209261044357,2000.0000073275914,49.982886807582524
2023-01-01 06:22:00,1000.022281035564,2000.0000272061452,49.98265322302518
2023-01-01 06:28:00,1000.0198298273224,1999.999995895313,49.98290525187963
2023-01-01 06:34:00,1000.022782474354,1999.9999902334355,49.982460122485335
