timestamp,image_path,mask_path,overlay_path,mask_ratio
2023-01-01 00:04:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_images\sar_20230101_000400.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_masks\mask_20230101_000400.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_overlays\overlay_20230101_000400.png,0.0
2023-01-01 10:04:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_images\sar_20230101_100400.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_masks\mask_20230101_100400.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_overlays\overlay_20230101_100400.png,0.030029296875
2023-01-01 20:04:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_images\sar_20230101_200400.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_masks\mask_20230101_200400.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_overlays\overlay_20230101_200400.png,0.030029296875
2023-01-02 06:04:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_images\sar_20230102_060400.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_masks\mask_20230102_060400.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_overlays\overlay_20230102_060400.png,0.030029296875
2023-01-02 16:04:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_images\sar_20230102_160400.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_masks\mask_20230102_160400.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_overlays\overlay_20230102_160400.png,0.030029296875
2023-01-03 02:04:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_images\sar_20230103_020400.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_masks\mask_20230103_020400.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_overlays\overlay_20230103_020400.png,0.030029296875
2023-01-03 12:04:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_images\sar_20230103_120400.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_masks\mask_20230103_120400.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_overlays\overlay_20230103_120400.png,0.030029296875
2023-01-03 22:04:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_images\sar_20230103_220400.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_masks\mask_20230103_220400.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_overlays\overlay_20230103_220400.png,0.030029296875
2023-01-04 08:04:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_images\sar_20230104_080400.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_masks\mask_20230104_080400.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_overlays\overlay_20230104_080400.png,0.030029296875
2023-01-04 18:04:00,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_images\sar_20230104_180400.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_masks\mask_20230104_180400.png,C:\Users\PC\Desktop\Capstone\structural-health-monitoring\data\bridges\bridge_epsilon\insar_overlays\overlay_20230104_180400.png,0.030029296875
